Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1576,916384100,60,RL,0.29452054794520544,0.053995185678562256,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,0.13642806520198442,Unf,0.0,0.06421232876712328,0.15057283142389527,GasA,Ex,Y,SBrkr,0.12308338584331023,0.41646489104116224,0.0,0.2724189902034665,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.25,Gd,Attchd,0.3589743589743586,Fin,0.4,0.4112903225806452,TA,TA,Y,0.0,0.2587601078167116,0.0,0.0,0.0,0.0,,,,0.0,1,2008,New,Partial,0.33976456829661644
1577,916386040,80,RL,0.1780821917808219,0.03973918530463438,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,0.4444444444444445,0.5,0.9710144927536231,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.1506849315068493,0.05761047463175123,GasA,Gd,Y,SBrkr,0.07939508506616257,0.35351089588377727,0.0,0.20874152223059533,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,TA,0.3076923076923077,Typ,0.0,,BuiltIn,0.3589743589743586,Fin,0.4,0.2688172043010753,TA,TA,Y,0.0702247191011236,0.0,0.0,0.0,0.0,0.0,,,,0.0,4,2008,WD ,Normal,0.21518274452952058
1578,916386080,80,RL,0.1780821917808219,0.03942602070625629,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,0.4444444444444445,0.5,0.9710144927536231,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.1643835616438356,0.06284779050736498,GasA,Gd,Y,,0.08821676118462508,0.3099273607748184,0.0,0.199698568198945,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.0,,BuiltIn,0.3589743589743586,Fin,0.4,0.2688172043010753,TA,TA,Y,0.0702247191011236,0.0,0.0,0.0,0.0,0.0,,,,0.0,5,2008,WD ,Normal,0.20844611572719887
1579,916386180,60,RL,0.2054794520547945,0.05009698754352755,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.9855072463768124,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,Stone,0.0375,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.3407534246575342,0.13027823240589198,GasA,Ex,Y,SBrkr,0.09703843730308757,0.3951573849878935,0.0,0.2407686510926903,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.0,,Attchd,0.36217948717948634,Fin,0.6000000000000001,0.44758064516129037,TA,TA,Y,0.0,0.0862533692722372,0.0,0.0,0.0,0.0,,,,0.0,10,2008,New,Partial,0.27741437407960806
1580,916402015,20,RL,0.18493150684931503,0.05417280142092595,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.8478260869565215,0.6499999999999986,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.08,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,0.6399828767123288,0.2446808510638298,GasA,Ex,Y,SBrkr,0.2438563327032136,0.0,0.0,0.21872645064054258,0.0,0.0,0.5,0.0,0.375,0.3333333333333333,TA,0.46153846153846156,Typ,0.25,TA,Attchd,0.3012820512820511,Unf,0.4,0.29435483870967744,TA,TA,Y,0.17696629213483145,0.0,0.1897233201581028,0.0,0.0,0.0,,,,0.0,7,2008,WD ,Normal,0.18486791491907287
1581,916402115,20,RL,0.08904109589041094,0.05195727873986306,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.8260869565217401,0.6000000000000014,Gable,CompShg,VinylSd,Plywood,Stone,0.0825,TA,TA,CBlock,Gd,Fa,No,ALQ,0.2476966690290574,LwQ,0.1363040629095675,0.0,0.262847790507365,GasA,TA,Y,SBrkr,0.27662255828607435,0.0,0.0,0.2481160512434062,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,TA,0.3846153846153847,Min2,0.25,TA,Attchd,0.2916666666666661,Fin,0.4,0.41397849462365593,TA,TA,Y,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,,,,0.0,11,2008,WD ,Normal,0.2306769907748605
1582,916402215,20,RL,0.2465753424657534,0.0792960807684218,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.8260869565217401,0.6000000000000014,Gable,CompShg,Plywood,HdBoard,BrkFace,0.14250000000000002,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,0.1630049610205528,Rec,0.039318479685452164,0.11815068493150685,0.20556464811783962,GasA,Ex,Y,SBrkr,0.19365679479101028,0.0,0.0,0.17370007535795026,0.0,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.25,Fa,Attchd,0.2916666666666661,Unf,0.4,0.3884408602150538,TA,TA,Y,0.19803370786516852,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,2008,WD ,Normal,0.22528768773300314
1583,916403230,80,RL,0.2191780821917808,0.04159947650096988,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,0.5555555555555556,0.5,0.8405797101449277,0.6499999999999986,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.136875,Gd,TA,CBlock,Gd,TA,Av,GLQ,0.138731396172927,Unf,0.0,0.2902397260273972,0.2391162029459902,GasA,Ex,Y,SBrkr,0.24679689140936772,0.0,0.0,0.22136397889977394,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.23076923076923078,Typ,0.25,Fa,Attchd,0.29807692307692246,RFn,0.4,0.40322580645161293,TA,TA,Y,0.15730337078651685,0.0,0.0,0.0,0.0,0.0,,,,0.0,8,2008,WD ,Abnorml,0.21855105893068144
1584,916455120,20,RL,0.2089041095890411,0.046282923181191434,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9492753623188417,0.8833333333333329,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.12875,Gd,TA,PConc,Ex,TA,Av,GLQ,0.18231750531537916,Unf,0.0,0.17251712328767121,0.23436988543371523,GasA,Ex,Y,SBrkr,0.23230413778617937,0.0,0.0,0.20836473247927656,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,TA,Attchd,0.3461538461538458,Fin,0.4,0.3138440860215054,TA,TA,Y,0.12991573033707865,0.1280323450134771,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.2960222901573811
1585,916460060,20,RL,0.1651527060408713,0.030919161466732112,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.9202898550724647,0.8333333333333357,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,0.21669029057406095,Unf,0.0,0.1896404109589041,0.27266775777414076,GasA,Ex,Y,SBrkr,0.2816635160680529,0.0,0.0,0.25263752825923136,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.0,,Attchd,0.33333333333333304,RFn,0.4,0.2923387096774194,TA,TA,Y,0.11587078651685392,0.07008086253369272,0.0,0.0,0.0,0.0,,,,0.0,12,2008,WD ,Normal,0.24549757413996828
1586,916477020,60,RL,0.2191780821917808,0.051153333800743196,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.9492753623188417,0.8833333333333329,Hip,CompShg,VinylSd,VinylSd,Stone,0.14125000000000001,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.1543231750531538,Unf,0.0,0.2615582191780822,0.24255319148936172,GasA,Ex,Y,SBrkr,0.24112581390464183,0.37772397094430993,0.0,0.3632253202712886,0.3333333333333333,0.0,0.5,0.5,0.5,0.3333333333333333,Gd,0.6153846153846154,Typ,0.5,Gd,Attchd,0.3461538461538458,Fin,0.6000000000000001,0.5033602150537635,TA,TA,Y,0.11797752808988764,0.0,0.0,0.0,0.0,0.0,,,,0.0,8,2008,WD ,Normal,0.3937034077910459
1587,921126030,20,RL,0.19863013698630133,0.047437425506555435,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,0.17912827781715096,Unf,0.0,0.3737157534246575,0.30834697217675944,GasA,Ex,Y,SBrkr,0.29279563116992224,0.0,0.0,0.2626224566691786,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,Gd,Attchd,0.3589743589743586,Fin,0.4,0.34946236559139787,TA,TA,Y,0.0,0.37196765498652296,0.0,0.0,0.0,0.0,,,,0.0,1,2008,WD ,Normal,0.3852839691139042
1588,921201060,20,RL,0.2191780821917808,0.04742807730958892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.9637681159420293,0.93333333333333,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.42125,Gd,TA,PConc,Ex,TA,Av,GLQ,0.2783486888731396,Unf,0.0,0.168236301369863,0.32144026186579383,GasA,Ex,Y,SBrkr,0.3423650493593782,0.0,0.0,0.30708364732479276,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,Gd,0.3846153846153847,Typ,0.25,Gd,Attchd,0.3525641025641022,Fin,0.6000000000000001,0.5994623655913979,TA,TA,Y,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.48127958222122813
1589,923202005,90,RM,0.2602739726027397,0.03571011241206853,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,0.6666666666666665,0.5,0.9057971014492754,0.7999999999999972,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.125,TA,Gd,PConc,Gd,Gd,Gd,GLQ,0.2319277108433735,Unf,0.0,0.014982876712328766,0.21996726677577744,GasA,Ex,Y,SBrkr,0.21214030665826505,0.0,0.0,0.19027882441597588,0.6666666666666666,0.0,0.5,0.0,0.25,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.32692307692307665,Fin,0.8,0.5268817204301076,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11,2008,WD ,Alloca,0.2646295999385619
1590,923202015,90,RM,0.19520547945205474,0.02692280726354905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,0.6666666666666665,0.5,0.9057971014492754,0.7999999999999972,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.125,TA,Gd,PConc,Gd,Gd,Gd,GLQ,0.2319277108433735,Unf,0.0,0.014982876712328766,0.21996726677577744,GasA,Ex,Y,SBrkr,0.21214030665826505,0.0,0.0,0.19027882441597588,0.6666666666666666,0.0,0.5,0.0,0.25,0.6666666666666666,TA,0.46153846153846156,Typ,0.0,,Attchd,0.32692307692307665,Fin,0.8,0.5268817204301076,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11,2008,WD ,Alloca,0.2607223552332153
1591,923202137,20,RL,0.1917808219178082,0.03728995769940873,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,0.4444444444444445,0.5,0.9782608695652169,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.4674657534246575,0.17872340425531916,GasA,Ex,Y,SBrkr,0.15921024994749,0.0,0.0,0.14280331574981162,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,TA,0.23076923076923078,Typ,0.0,,,0.26645013833754305,,0.0,0.0,,,Y,0.0,0.07008086253369272,0.0,0.0,0.0,0.0,,,,0.0,2,2008,WD ,Abnorml,0.1794786118772155
1592,923203140,120,RM,0.03767123287671233,0.014957115146416136,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,0.5555555555555556,0.5,0.9057971014492754,0.7833333333333314,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.123125,TA,TA,PConc,Ex,TA,No,GLQ,0.15308291991495393,Unf,0.0,0.1391267123287671,0.19459901800327334,GasA,Ex,Y,SBrkr,0.17958412098298676,0.0,0.0,0.16107761868877166,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,TA,0.15384615384615385,Typ,0.0,,Attchd,0.32692307692307665,RFn,0.4,0.2634408602150538,TA,TA,Y,0.0,0.16442048517520216,0.0,0.0,0.0,0.0,,,,0.0,4,2008,WD ,Normal,0.19901483540394846
1593,923204040,85,RL,0.44178082191780815,0.06000140222954498,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,0.3333333333333333,0.5,0.6666666666666679,0.23333333333333428,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.06125,TA,TA,CBlock,Gd,TA,Av,ALQ,0.15326009922041106,LwQ,0.1618610747051114,0.03767123287671233,0.19639934533551556,GasA,Gd,Y,SBrkr,0.1818945599663936,0.0,0.0,0.16314996232102486,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,TA,0.3076923076923077,Typ,0.0,,2Types,0.2211538461538458,Fin,0.6000000000000001,0.571236559139785,TA,TA,Y,0.0,0.16037735849056606,0.0,0.0,0.296875,0.0,,,,0.0,11,2008,ConLD,Normal,0.21585640740975276
1594,923225080,120,RM,0.1651527060408713,0.013667063965037748,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,0.4444444444444445,0.625,0.7463768115942031,0.4166666666666643,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,0.13625088589652729,Unf,0.0,0.11601027397260273,0.17021276595744683,GasA,Gd,Y,SBrkr,0.1482881747532031,0.0,0.0,0.13300678221552373,0.0,0.0,0.25,0.0,0.375,0.3333333333333333,TA,0.3076923076923077,Typ,0.0,,Attchd,0.2564102564102564,Unf,0.4,0.33534946236559143,TA,TA,Y,0.0,0.13477088948787064,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.14983744514699998
1595,923225150,160,RM,0.1651527060408713,0.006380144429643134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,0.4444444444444445,0.625,0.7536231884057969,0.43333333333333,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,0.11301369863013698,0.04320785597381342,GasA,TA,Y,SBrkr,0.059231253938248254,0.3331719128329298,0.0,0.1827430293896006,0.0,0.0,0.25,0.5,0.375,0.3333333333333333,TA,0.15384615384615385,Typ,0.25,Gd,BuiltIn,0.25961538461538414,Fin,0.2,0.22580645161290325,TA,TA,Y,0.09901685393258426,0.03234501347708895,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.1377115133028209
1596,923225200,160,RM,0.06849315068493152,0.006380144429643134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,0.4444444444444445,0.75,0.7536231884057969,0.43333333333333,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,0.05634301913536499,Unf,0.0,0.09931506849315068,0.0900163666121113,GasA,TA,Y,SBrkr,0.12413358538122242,0.26634382566585957,0.0,0.21495855312735496,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,TA,0.3076923076923077,Typ,0.25,TA,Attchd,0.25961538461538414,Unf,0.2,0.22580645161290325,TA,TA,Y,0.0646067415730337,0.03504043126684636,0.0,0.0,0.0,0.0,,,,0.0,5,2008,WD ,Normal,0.15724773682955387
1597,923225310,180,RM,0.0,0.0031503423777138996,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,0.3333333333333333,0.75,0.7318840579710155,0.93333333333333,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,0.08876683203401843,Unf,0.0,0.010702054794520547,0.086088379705401,GasA,Gd,Y,SBrkr,0.04032766225582861,0.22372881355932203,0.0,0.12321024868123587,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,TA,0.23076923076923078,Typ,0.0,,BuiltIn,0.25,RFn,0.2,0.1995967741935484,TA,TA,Y,0.08426966292134831,0.13611859838274934,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.12423825569817747
1598,923225370,180,RM,0.0,0.0013835331510434923,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,0.3333333333333333,0.625,0.7318840579710155,0.38333333333333286,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,0.07742735648476258,Unf,0.0,0.010702054794520547,0.07561374795417349,GasA,TA,Y,SBrkr,0.04032766225582861,0.22372881355932203,0.0,0.12321024868123587,0.3333333333333333,0.0,0.25,0.0,0.125,0.3333333333333333,TA,0.15384615384615385,Typ,0.25,Po,BuiltIn,0.25,RFn,0.2,0.1995967741935484,TA,TA,Y,0.0,0.13611859838274934,0.0,0.23622047244094488,0.0,0.0,,GdWo,,0.0,7,2008,WD ,Normal,0.1106302655174876
1599,923227030,20,RL,0.1651527060408713,0.07795928860221087,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,0.625,0.695652173913043,0.29999999999999716,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,0.13908575478384125,Unf,0.0,0.1404109589041096,0.18216039279869067,GasA,Ex,Y,SBrkr,0.17349296366309597,0.0,0.0,0.15561416729464958,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.0,,Attchd,0.2339743589743586,Unf,0.2,0.17271505376344087,TA,TA,Y,0.05688202247191011,0.0,0.0,0.0,0.0,0.0,,GdWo,Shed,0.029411764705882353,2,2008,WD ,Normal,0.18823622932023373
1600,923228080,160,RM,0.0,0.0008273154315361424,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,0.5555555555555556,1.0,0.7101449275362324,0.9500000000000028,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,0.0634301913536499,Unf,0.0,0.08047945205479451,0.08936170212765958,GasA,Ex,Y,SBrkr,0.04452846040747742,0.26440677966101694,0.0,0.14280331574981162,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,TA,0.3076923076923077,Typ,0.0,,,0.26645013833754305,,0.0,0.0,,,Y,0.13132022471910113,0.0,0.0,0.0,0.0,0.0,,,,0.0,3,2008,WD ,Normal,0.11480697537492705
1601,923228420,180,RM,0.0,0.0027577181051204745,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,0.3333333333333333,0.75,0.72463768115942,0.36666666666666714,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,0.0877037562012757,Unf,0.0,0.057791095890410954,0.10310965630114567,GasA,Gd,Y,SBrkr,0.06217181264440243,0.0,0.0,0.055764883195177084,0.3333333333333333,0.0,0.25,0.0,0.125,0.3333333333333333,TA,0.07692307692307693,Typ,0.0,,,0.26645013833754305,,0.0,0.0,,,Y,0.06179775280898876,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.09190243744703325
1602,923250210,20,RL,0.2705479452054794,0.09558531398256565,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,0.4444444444444445,0.5,0.5942028985507246,0.06666666666666288,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.422945205479452,0.16170212765957448,GasA,Ex,Y,FuseA,0.1373660995589162,0.0,0.0,0.12321024868123587,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,TA,0.15384615384615385,Typ,0.0,,Attchd,0.18910256410256387,RFn,0.4,0.34946236559139787,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2,2008,WD ,Normal,0.1350168617818922
1603,923252100,20,RL,0.13013698630136983,0.024258571128093674,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,0.75,0.804347826086957,0.5499999999999972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,0.09461374911410347,Unf,0.0,0.12071917808219178,0.1335515548281506,GasA,Ex,Y,SBrkr,0.10123923545473638,0.0,0.0,0.09080633006782216,0.0,0.5,0.25,0.0,0.25,0.3333333333333333,TA,0.15384615384615385,Typ,0.0,,Attchd,0.28205128205128194,Unf,0.2,0.1774193548387097,TA,TA,Y,0.22120786516853932,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,4,2008,WD ,Normal,0.15590041106908953
1604,923275090,20,RL,0.054794520547945216,0.02641333052887425,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,0.5,0.8115942028985508,0.5833333333333357,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,0.11658398299078668,Unf,0.0,0.09332191780821918,0.14337152209492637,GasA,TA,Y,SBrkr,0.12371350556605755,0.0,0.0,0.11096458176337604,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,TA,0.23076923076923078,Typ,0.0,,Attchd,0.2852564102564097,Unf,0.2,0.1774193548387097,TA,TA,Y,0.2542134831460674,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10,2008,WD ,Normal,0.14377447922491043
1605,923277030,20,RL,0.13356164383561642,0.02477272196125173,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,1.0,0.7971014492753632,0.9666666666666686,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,0.1135719347980156,Unf,0.0,0.07491438356164383,0.1335515548281506,GasA,Ex,Y,SBrkr,0.10123923545473638,0.0,0.0,0.09080633006782216,0.0,0.5,0.25,0.0,0.375,0.3333333333333333,Gd,0.23076923076923078,Typ,0.25,Ex,Attchd,0.2788461538461533,Unf,0.2,0.1774193548387097,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10,2008,WD ,Normal,0.1585950625900182
1606,923277040,20,RL,0.13356164383561642,0.02477272196125173,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,0.875,0.7971014492753632,0.8833333333333329,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,0.14457831325301204,Unf,0.0,0.0,0.1335515548281506,GasA,Ex,Y,SBrkr,0.10123923545473638,0.0,0.0,0.09080633006782216,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,TA,0.15384615384615385,Typ,0.0,,Detchd,0.2884615384615383,Fin,0.4,0.5483870967741936,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6,2008,WD ,Normal,0.16870000579350078
1607,923277080,20,RL,0.13356164383561642,0.02477272196125173,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.4444444444444445,0.625,0.7971014492753632,0.9166666666666643,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,0.11304039688164423,Unf,0.0,0.08861301369863013,0.13829787234042554,GasA,Gd,Y,SBrkr,0.10733039277462718,0.0,0.0,0.09626978146194423,0.0,0.0,0.25,0.0,0.375,0.3333333333333333,Gd,0.3076923076923077,Typ,0.0,,Attchd,0.2788461538461533,Unf,0.2,0.1774193548387097,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7,2008,WD ,Normal,0.16398436563187557
1608,923400040,50,RL,0.18493150684931503,0.052387295800322524,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,0.5555555555555556,0.75,0.4927536231884062,0.5833333333333357,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.11693834160170093,Unf,0.0,0.13827054794520546,0.16088379705400982,GasA,Ex,Y,SBrkr,0.13631590002100397,0.37142857142857144,0.0,0.266767143933685,0.3333333333333333,0.0,0.5,0.0,0.5,0.3333333333333333,TA,0.3846153846153847,Mod,0.0,,Attchd,0.3012820512820511,Unf,0.2,0.2842741935483871,TA,TA,Y,0.1720505617977528,0.0,0.15415019762845852,0.0,0.0,0.0,,,Shed,0.07647058823529412,7,2008,WD ,Normal,0.1983411725237163
